"TIPO CICLO";"TEST.DI.TENUTA";"TEMPERATURA";"temp.3";"temp.2";"temp.1";"t.9";"t.8";"t.7";"t.6";"t.5";"t.4";"t.32";"t.31";"t.30";"t.3";"t.29";"t.28";"t.27";"t.26";"t.25";"t.24";"t.23";"t.22";"t.21";"t.20";"t.2";"t.19";"t.18";"t.17";"t.16";"t.15";"t.14";"t.13";"t.12";"t.11";"t.10";"t.1";"STERILIZZAZIONE.DINAMICA";"SCARICO";"RISCIACQUO";"PULSANTE.STOP";"PRELEVATO.DA";"NUMERO CICLO";"MISCELAZIONE";"INIZIO CICLO";"FINE.CICLO";"DISINFEZIONE";"DETERSIONE";"CICLO REGOLARE";"CARICO.STERILIZZANTE.2";"CARICO.STERILIZZANTE.1";"CARICO.DETERGENTE";"CARICO.ACQUA";"CAMBIO.TANICA";"ASCIUGATURA";"Allarme.valvole.ingresso.acqua";"Allarme.time.out.scarico.sterilizzante.1";"Allarme.time.out.carico.sterilizzante.1";"Allarme.time.out.carico.acqua";"Allarme.test.di.tenuta";"Allarme.temperatura.minima.acqua";"Allarme.temperatura.massima.acqua";"Allarme.sovrappressione.test.di.tenuta";"Allarme.sensore.giri.spruzzatore";"Allarme.scarico";"Allarme.pressione.minima.test.di.tenuta";"Allarme.pressione.minima.aria";"Allarme.pressione.massima.aria";"Allarme.pressione.acqua";"Allarme.perdita.liquido";"Allarme.canale.7.otturato";"Allarme.canale.7.disconnesso";"Allarme.canale.6.scollegato";"Allarme.canale.6.otturato";"Allarme.canale.5.scollegato";"Allarme.canale.5.otturato";"Allarme.canale.4.scollegato";"Allarme.canale.4.otturato";"Allarme.canale.3.scollegato";"Allarme.canale.3.otturato";"Allarme.canale.2.scollegato";"Allarme.canale.2.otturato";"Allarme.canale.1.scollegato";"Allarme.canale.1.otturato";"Allarme.apertura.vasca";"ALCOOL";"Alarm.spray.arm";"Alarm.selfdisinfection.flow"
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"23";"38";"99";"608";"47";"43";"9";NA;NA;NA;"72";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;"387";"47";"99";"108";"0";"1";"1";"1";NA;"1";"2117";NA;"18/04/2017 15:16:47";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"0";"0";"63";"46";"44";"8";NA;NA;NA;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"69";NA;NA;NA;NA;NA;NA;NA;NA;"68";"405";"0";"1";NA;NA;NA;"1";"2118";NA;"18/04/2017 15:49:21";"1";NA;NA;0;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"39";"98";"608";"48";"41";"11";NA;NA;NA;"68";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"69";NA;NA;NA;NA;NA;NA;"27";"47";"98";"109";"0";"1";"1";"1";NA;"1";"2119";NA;"18/04/2017 16:03:14";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"29";"88";"602";"68";"47";"52";"0";NA;NA;NA;"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"86";"77";"88";"100";"34";"0";NA;"1";"1";NA;"1";"2120";"1";"19/04/2017 08:24:24";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;NA;"26";NA;"908";"408";"44";"18";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"2121";NA;"19/04/2017 09:57:28";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"68";"33";"98";"111";"17";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"159";"109";"108";"39";"60";"108";"109";"38";"99";"608";"44";"54";"6";"79";"99";"0";"1";"1";"1";NA;"1";"2122";NA;"19/04/2017 10:23:46";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"69";"32";"99";"110";"18";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;"210";"153";"307";"44";"80";"98";"0";NA;"1";"1";"1";"1";"2123";NA;"19/04/2017 11:02:16";"1";NA;"1";0;NA;NA;"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"33";"99";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"34";"109";"108";"40";"60";"109";"108";"39";"98";"609";"45";"22";"33";"46";"98";"0";"1";"1";"1";NA;"1";"2124";NA;"19/04/2017 11:28:58";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"68";"34";"98";"110";"18";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"791";"109";"108";"39";"69";"109";"108";"39";"98";"609";"46";"54";"4";"80";"98";"0";"1";"1";"1";NA;"1";"2125";NA;"19/04/2017 12:49:26";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"68";"33";"99";"109";"19";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"465";"109";"108";"44";"60";"109";"108";"50";"99";"608";"45";"54";"5";"79";"98";"0";"1";"1";"1";NA;"1";"2126";NA;"19/04/2017 13:39:26";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"32";"98";"109";"19";"16";NA;NA;NA;"32";NA;NA;NA;NA;NA;NA;"305";"109";"108";"39";"61";"108";"108";"38";"98";"609";"44";"55";"7";"76";"99";"0";"1";"1";"1";NA;"1";"2127";NA;"19/04/2017 14:23:08";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"22";"23";"68";"33";"98";"112";"16";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"30";"109";"108";"39";"60";"108";"108";"39";"99";"608";"45";"53";"5";"78";"99";"0";"1";"1";"1";NA;"1";"2128";NA;"19/04/2017 15:04:26";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"29";"88";"602";"68";"46";"53";"4";NA;NA;NA;"69";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21";NA;NA;NA;NA;NA;"117";"77";"89";"99";"33";"0";NA;"1";"1";NA;"1";"2129";"1";"20/04/2017 08:10:08";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"26";"39";"98";"608";"47";"44";"8";NA;NA;NA;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;"20";"46";"99";"108";"0";"1";"1";"1";NA;"1";"2130";NA;"20/04/2017 08:36:06";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"25";"68";"33";"99";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"55";"108";"108";"39";"61";"108";"109";"38";"99";"608";"45";"52";"0";"80";"98";"0";"1";"1";"1";NA;"1";"2131";NA;"20/04/2017 09:33:16";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"98";"34";"98";"111";"17";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"929";"109";"108";"40";"54";"109";"108";"39";"99";"608";"46";"53";"3";"79";"98";"0";"1";"1";"1";NA;"1";"2132";NA;"20/04/2017 13:10:16";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"33";"98";"110";"18";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"70";"109";"108";"38";"61";"109";"108";"39";"99";"608";"45";"46";"5";"74";"99";"0";"1";"1";"1";NA;"1";"2133";NA;"20/04/2017 14:08:50";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"99";"33";"98";"110";"18";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"1727";"109";"108";"38";"60";"109";"108";"38";"98";"608";"45";"54";"3";"79";"98";"0";"1";"1";"1";NA;"1";"2134";NA;"20/04/2017 18:11:09";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"29";"88";"602";"68";"47";"53";"4";NA;NA;NA;"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"639";"76";"89";"100";"33";"0";NA;"1";"1";NA;"1";"2135";"1";"21/04/2017 08:36:01";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"27";"26";"68";"32";"98";"112";"16";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"138";"109";"108";"39";"61";"108";"108";"39";"99";"608";"46";"52";"3";"79";"99";"0";"1";"1";"1";NA;"1";"2136";NA;"21/04/2017 10:14:43";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"28";"26";"68";"32";"98";"111";"17";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"210";"109";"108";"37";"60";"109";"108";"39";"98";"609";"44";"53";"4";"79";"99";"0";"1";"1";"1";NA;"1";"2137";NA;"21/04/2017 10:58:17";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"27";"24";"68";"33";"98";"111";"17";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"40";"108";"108";"39";"68";"108";"108";"39";"99";"608";"46";"51";"1";"79";"98";"0";"1";"1";"1";NA;"1";"2138";NA;"21/04/2017 11:46:09";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"27";"24";"69";"32";"98";"111";"17";"15";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"271";"109";"108";"39";"60";"108";"108";"39";"98";"608";"46";"53";"4";"78";"98";"0";"1";"1";"1";NA;"1";"2139";NA;"21/04/2017 12:32:40";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"32";"99";"112";"16";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"429";"109";"108";"39";"60";"109";"108";"39";"98";"609";"44";"53";"4";"78";"99";"0";"1";"1";"1";NA;"1";"2140";NA;"21/04/2017 13:19:17";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"98";"33";"98";"111";"17";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"43";"109";"108";"39";"55";"108";"108";"39";"98";"609";"44";"53";"2";"80";"98";"0";"1";"1";"1";NA;"1";"2141";NA;"21/04/2017 14:57:11";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"39";"99";"608";"45";"46";"6";NA;NA;NA;"73";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"54";NA;NA;NA;NA;NA;NA;"47";"47";"99";"108";"0";"1";"1";"1";NA;"1";"2142";NA;"21/04/2017 15:39:49";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"129";"31";"99";"110";"19";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"59";"108";"129";"39";"59";"109";"128";"38";"99";"608";"45";"54";"4";"78";"98";"0";"1";"1";"1";NA;"1";"2143";NA;"21/04/2017 16:10:30";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"33";"99";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"659";"108";"108";"39";"55";"109";"108";"37";"99";"608";"44";"52";"0";"79";"99";"0";"1";"1";"1";NA;"1";"2144";NA;"21/04/2017 16:50:17";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"29";"88";"602";"68";"46";"53";"8";NA;NA;NA;"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"63";"77";"89";"99";"33";"0";NA;"1";"1";NA;"1";"2145";"1";"24/04/2017 08:28:32";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"68";"33";"98";"110";"19";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"206";"109";"108";"39";"69";"108";"109";"39";"98";"608";"44";"52";"4";"80";"98";"0";"1";"1";"1";NA;"1";"2146";NA;"24/04/2017 08:55:05";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"26";"0";"0";"62";"48";"43";"7";NA;NA;NA;"72";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;NA;NA;"15";"407";"0";"1";NA;NA;NA;"1";"2147";NA;"24/04/2017 09:37:50";"1";NA;NA;0;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"25";"68";"32";"99";"111";"17";"16";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"109";"109";"108";"39";"60";"108";"108";"39";"99";"608";"44";"51";"4";"79";"99";"0";"1";"1";"1";NA;"1";"2148";NA;"24/04/2017 09:51:10";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"27";"69";"32";"99";"110";"18";"15";NA;NA;NA;"28";NA;NA;NA;NA;NA;NA;"282";"109";"108";"39";"60";"109";"108";"38";"99";"608";"44";"52";"5";"79";"98";"0";"1";"1";"1";NA;"1";"2149";NA;"24/04/2017 10:35:15";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"45";"53";"16";"1";"416";"41";NA;NA;NA;"79";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"56";NA;NA;NA;"106";"47";"98";"108";"39";"99";"608";"0";"1";"1";"1";NA;"1";"2150";NA;"24/04/2017 11:19:11";"1";NA;NA;1;"1";"1";NA;"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"24";"39";"98";"608";"47";"42";"9";NA;NA;NA;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;NA;NA;NA;NA;"245";"46";"99";"108";"0";"1";"1";"1";NA;"1";"2151";NA;"24/04/2017 11:58:59";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"27";"39";"99";"608";"47";"42";"8";NA;NA;NA;"72";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;"1810";"46";"99";"108";"0";"1";"1";"1";NA;"1";"2152";NA;"24/04/2017 13:17:48";"1";NA;NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"26";"68";"32";"98";"111";"17";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"6";"108";"108";"39";"54";"109";"108";"38";"99";"608";"45";"52";"2";"80";"99";"0";"1";"1";"1";NA;"1";"2153";NA;"24/04/2017 16:46:09";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"30";"89";"601";"68";"47";"55";"6";NA;NA;NA;"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;"30";"77";"89";"99";"34";"0";NA;"1";"1";NA;"1";"2154";"1";"26/04/2017 07:31:38";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"26";"408";"0";"63";"46";"42";"9";NA;NA;NA;"73";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;NA;NA;"97";"0";"1";NA;NA;NA;"1";"2155";NA;"26/04/2017 07:58:41";"1";NA;NA;0;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"26";"26";"68";"33";"99";"109";"19";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"664";"108";"109";"39";"60";"109";"108";"39";"98";"608";"47";"53";"5";"79";"99";"0";"1";"1";"1";NA;"1";"2156";NA;"26/04/2017 09:21:06";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"25";"25";"128";"34";"98";"111";"17";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"23";"108";"129";"39";"60";"108";"129";"39";"98";"608";"45";"53";"5";"79";"99";"0";"1";"1";"1";NA;"1";"2157";NA;"26/04/2017 10:22:14";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"27";"69";"33";"98";"112";"16";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"37";"109";"108";"40";"60";"108";"108";"39";"99";"608";"44";"52";"2";"80";"98";"0";"1";"1";"1";NA;"1";"2158";NA;"26/04/2017 11:02:39";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"27";"128";"33";"99";"111";"17";"16";NA;NA;NA;"29";NA;NA;NA;NA;NA;NA;"260";"108";"129";"39";"61";"109";"128";"39";"99";"608";"44";"53";"3";"80";"99";"0";"1";"1";"1";NA;"1";"2159";NA;"26/04/2017 12:00:04";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"27";"25";"128";"33";"99";"111";"17";"15";NA;NA;NA;"30";NA;NA;NA;NA;NA;NA;"45";"109";"129";"38";"60";"109";"128";"40";"98";"608";"45";"51";"6";"79";"99";"0";"1";"1";"1";NA;"1";"2160";NA;"26/04/2017 13:10:07";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
